order_id,line_item,product_id,quantity,unit_price,discount_pct,final_unit_price
O000085,2,P0082,2,19.85,0,19.85
O000085,3,P0063,1,14.43,0,14.43
O000086,1,P0047,6,17.27,0,17.27
O000087,1,P0045,5,4.27,0,4.27
O000087,2,P0063,1,14.43,0,14.43
O000087,3,P0096,2,19.01,0,19.01
O000087,4,P0077,1,9.64,0,9.64
O000087,5,P0039,3,3.74,0,3.74
O000087,6,P0047,5,17.27,0,17.27
O000088,1,P0095,3,7.5,0,7.5
O000089,1,P0076,2,11.34,0,11.34
O000089,2,P0057,1,15.07,0,15.07
O000090,1,P0072,3,6.42,0,6.42
O000090,2,P0045,2,4.27,0,4.27
O000091,1,P0005,1,24.7,0.05,23.46
O000091,2,P0016,1,18.67,0,18.67
O000091,3,P0060,4,13.59,0,13.59
O000091,4,P0004,1,36.79,0,36.79
O000092,1,P0041,1,4.62,0,4.62
O000092,2,P0088,3,12.43,0,12.43
O000092,3,P0013,2,8.65,0,8.65
O000092,4,P0051,4,11.26,0,11.26
O000092,5,P0091,1,7.92,0,7.92
O000093,1,P0055,2,7.99,0,7.99
O000094,1,P0063,2,14.43,0,14.43
O000094,2,P0008,1,17.03,0,17.03
O000095,1,P0014,1,8.3,0,8.3
O000095,2,P0025,1,12.53,0,12.53
O000095,3,P0079,2,11.14,0,11.14
O000095,4,P0001,5,33.36,0,33.36
O000096,1,P0087,1,2.83,0.1,2.55
O000096,2,P0029,3,10.2,0.1,9.18
O000097,1,P0003,3,17.11,0,17.11
O000097,2,P0026,4,9.35,0,9.35
O000098,1,P0081,4,9.58,0,9.58
O000098,2,P0056,2,5.49,0,5.49
O000099,1,P0054,3,14.18,0,14.18
O000099,2,P0031,3,7.98,0,7.98
O000099,3,P0094,1,4.45,0,4.45
O000099,4,P0061,2,7.41,0,7.41
O000099,5,P0076,3,11.34,0,11.34
O000099,6,P0034,2,10.52,0,10.52
O000100,1,P0022,1,3.55,0.2,2.84
O000101,1,P0083,4,9.11,0,9.11
O000101,2,P0070,1,7.64,0,7.64
O000101,3,P0073,1,4.8,0,4.8
O000102,1,P0035,3,3.66,0.15,3.11
O000102,2,P0049,1,4.7,0.15,4.0
O000102,3,P0048,3,4.81,0.15,4.09
O000103,1,P0089,1,2.58,0,2.58
O000103,2,P0069,1,4.89,0,4.89
O000103,3,P0086,5,9.2,0,9.2
O000103,4,P0090,1,14.65,0,14.65
O000104,1,P0070,2,7.64,0,7.64
O000104,2,P0013,2,8.65,0,8.65
O000104,3,P0089,5,2.58,0,2.58
O000105,1,P0064,1,12.52,0,12.52
O000105,2,P0011,3,11.81,0,11.81
O000106,1,P0042,2,7.65,0.05,7.27
O000107,1,P0051,2,11.26,0,11.26
O000107,2,P0038,2,2.72,0,2.72
O000108,1,P0031,2,7.98,0,7.98
O000108,2,P0060,2,13.59,0,13.59
O000108,3,P0049,3,4.7,0,4.7
O000108,4,P0019,3,5.85,0,5.85
O000108,5,P0095,1,7.5,0,7.5
O000108,6,P0078,2,12.81,0,12.81
O000109,1,P0072,3,6.42,0,6.42
O000109,2,P0007,1,8.22,0,8.22
O000110,1,P0039,3,3.74,0,3.74
O000111,1,P0005,1,24.7,0,24.7
O000112,1,P0073,3,4.8,0,4.8
O000112,2,P0093,1,10.47,0,10.47
O000112,3,P0091,3,7.92,0,7.92
O000113,1,P0070,1,7.64,0,7.64
O000114,1,P0051,3,11.26,0,11.26
O000115,1,P0004,2,36.79,0,36.79
O000115,2,P0071,1,8.8,0,8.8
O000115,3,P0091,1,7.92,0,7.92
O000116,1,P0001,2,33.36,0,33.36
O000116,2,P0053,4,8.69,0,8.69
O000116,3,P0047,1,17.27,0,17.27
O000117,1,P0091,4,7.92,0,7.92
O000117,2,P0045,3,4.27,0,4.27
O000117,3,P0016,1,18.67,0,18.67
O000117,4,P0004,5,36.79,0,36.79
O000118,1,P0066,2,10.82,0,10.82
O000118,2,P0082,2,19.85,0,19.85
O000119,1,P0025,2,12.53,0,12.53
O000119,2,P0005,2,24.7,0,24.7
O000119,3,P0045,1,4.27,0,4.27
O000120,1,P0043,6,4.16,0,4.16
O000120,2,P0012,1,22.24,0,22.24
O000121,1,P0059,2,17.55,0,17.55
O000121,2,P0052,1,12.17,0,12.17
O000121,3,P0060,2,13.59,0,13.59
O000121,4,P0086,1,9.2,0,9.2
O000122,1,P0030,3,11.21,0,11.21
O000122,2,P0011,3,11.81,0,11.81
O000122,3,P0082,1,19.85,0,19.85
O000123,1,P0043,6,4.16,0,4.16
O000123,2,P0064,1,12.52,0,12.52
O000123,3,P0034,3,10.52,0,10.52
O000124,1,P0057,4,15.07,0,15.07
O000124,2,P0093,2,10.47,0,10.47
O000124,3,P0028,6,4.7,0,4.7
O000125,1,P0075,4,12.02,0,12.02
O000125,2,P0047,2,17.27,0.05,16.41
O000126,1,P0038,3,2.72,0,2.72
O000126,2,P0087,2,2.83,0,2.83
O000127,1,P0027,1,12.04,0,12.04
O000127,2,P0038,3,2.72,0,2.72
O000127,3,P0065,1,5.24,0,5.24
O000128,1,P0024,4,8.2,0,8.2
O000128,2,P0084,1,15.02,0,15.02
O000128,3,P0092,2,11.15,0,11.15
O000129,1,P0057,3,15.07,0,15.07
O000129,2,P0077,1,9.64,0,9.64
O000129,3,P0048,2,4.81,0,4.81
O000129,4,P0060,4,13.59,0,13.59
O000129,5,P0006,1,30.89,0,30.89
O000130,1,P0057,1,15.07,0,15.07
O000130,2,P0009,2,35.56,0,35.56
O000130,3,P0086,1,9.2,0,9.2
O000130,4,P0011,2,11.81,0,11.81
O000131,1,P0070,6,7.64,0,7.64
O000132,1,P0079,2,11.14,0,11.14
O000133,1,P0004,6,36.79,0,36.79
O000133,2,P0049,1,4.7,0,4.7
O000133,3,P0073,1,4.8,0,4.8
O000134,1,P0051,3,11.26,0,11.26
O000134,2,P0042,2,7.65,0,7.65
O000135,1,P0049,4,4.7,0,4.7
O000136,1,P0044,1,6.86,0,6.86
O000136,2,P0032,6,7.81,0,7.81
O000137,1,P0001,1,33.36,0,33.36
O000137,2,P0042,3,7.65,0,7.65
O000138,1,P0070,1,7.64,0,7.64
O000138,2,P0051,2,11.26,0,11.26
O000138,3,P0004,1,36.79,0,36.79
O000138,4,P0087,1,2.83,0,2.83
O000138,5,P0024,4,8.2,0,8.2
O000138,6,P0006,5,30.89,0,30.89
O000139,1,P0027,4,12.04,0,12.04
O000139,2,P0076,2,11.34,0,11.34
O000139,3,P0074,3,6.66,0,6.66
O000139,4,P0085,1,12.86,0,12.86
O000139,5,P0017,4,9.92,0,9.92
O000139,6,P0070,2,7.64,0,7.64
O000140,1,P0074,2,6.66,0,6.66
O000140,2,P0015,3,7.5,0,7.5
O000141,1,P0072,2,6.42,0,6.42
O000142,1,P0040,3,11.9,0,11.9
O000142,2,P0044,1,6.86,0,6.86
O000143,1,P0063,2,14.43,0,14.43
O000144,1,P0090,1,14.65,0,14.65
O000145,1,P0013,2,8.65,0,8.65
O000146,1,P0051,5,11.26,0.2,9.01
O000146,2,P0008,1,17.03,0.2,13.62
O000146,3,P0062,3,17.73,0.2,14.18
O000146,4,P0069,5,4.89,0.2,3.91
O000147,1,P0031,3,7.98,0,7.98
O000148,1,P0034,1,10.52,0,10.52
O000149,1,P0044,1,6.86,0,6.86
O000149,2,P0065,2,5.24,0,5.24
O000149,3,P0091,1,7.92,0,7.92
O000150,1,P0062,2,17.73,0,17.73
O000150,2,P0086,2,9.2,0,9.2
O000150,3,P0017,2,9.92,0,9.92
O000150,4,P0004,1,36.79,0,36.79
O000151,1,P0073,4,4.8,0,4.8
O000151,2,P0058,2,11.74,0,11.74
O000151,3,P0001,4,33.36,0,33.36
O000152,1,P0081,4,9.58,0,9.58
O000152,2,P0048,1,4.81,0,4.81
O000152,3,P0042,5,7.65,0,7.65
O000152,4,P0016,2,18.67,0.05,17.74
O000152,5,P0010,3,26.61,0,26.61
O000152,6,P0055,2,7.99,0,7.99
O000153,1,P0031,3,7.98,0,7.98
O000153,2,P0089,5,2.58,0,2.58
O000153,3,P0009,6,35.56,0,35.56
O000153,4,P0023,5,12.37,0,12.37
O000153,5,P0039,3,3.74,0,3.74
O000154,1,P0025,1,12.53,0.2,10.02
O000154,2,P0082,2,19.85,0.2,15.88
O000155,1,P0049,3,4.7,0,4.7
O000155,2,P0047,4,17.27,0,17.27
O000155,3,P0061,1,7.41,0,7.41
O000155,4,P0015,2,7.5,0,7.5
O000155,5,P0044,3,6.86,0,6.86
O000155,6,P0052,1,12.17,0,12.17
O000156,1,P0061,2,7.41,0.25,5.56
O000157,1,P0062,1,17.73,0,17.73
O000157,2,P0030,3,11.21,0,11.21
O000157,3,P0054,2,14.18,0,14.18
O000158,1,P0035,5,3.66,0,3.66
O000159,1,P0015,5,7.5,0,7.5
O000159,2,P0059,1,17.55,0,17.55
O000159,3,P0024,6,8.2,0,8.2
O000159,4,P0051,1,11.26,0,11.26
O000159,5,P0040,2,11.9,0,11.9
O000160,1,P0028,6,4.7,0,4.7
O000160,2,P0043,1,4.16,0,4.16
O000160,3,P0079,4,11.14,0,11.14
O000160,4,P0068,1,8.5,0,8.5
O000161,1,P0088,2,12.43,0,12.43
O000161,2,P0054,9,14.18,0.05,13.47
O000161,3,P0089,1,2.58,0,2.58
O000162,1,P0026,1,9.35,0,9.35
O000163,1,P0039,2,3.74,0,3.74
O000163,2,P0019,1,5.85,0,5.85
O000163,3,P0058,3,11.74,0,11.74
O000164,1,P0032,1,7.81,0,7.81
O000165,1,P0047,5,17.27,0,17.27
O000165,2,P0035,1,3.66,0,3.66
O000166,1,P0028,3,4.7,0,4.7
O000166,2,P0095,2,7.5,0,7.5
O000167,1,P0029,1,10.2,0,10.2
O000167,2,P0043,4,4.16,0,4.16
O000167,3,P0059,4,17.55,0,17.55
O000168,1,P0087,1,2.83,0,2.83
O000169,1,P0061,1,7.41,0,7.41
O000169,2,P0033,2,14.08,0,14.08
O000170,1,P0042,3,7.65,0,7.65
O000170,2,P0010,4,26.61,0.05,25.28
O000171,1,P0090,1,14.65,0,14.65
O000171,2,P0007,1,8.22,0,8.22
O000172,1,P0048,4,4.81,0,4.81
O000173,1,P0010,4,26.61,0,26.61
O000173,2,P0076,3,11.34,0,11.34
O000173,3,P0012,4,22.24,0,22.24
O000173,4,P0032,5,7.81,0,7.81
O000174,1,P0009,1,35.56,0,35.56
O000174,2,P0079,2,11.14,0,11.14
O000174,3,P0092,2,11.15,0,11.15
O000174,4,P0061,2,7.41,0,7.41
O000174,5,P0015,4,7.5,0.05,7.12
O000175,1,P0047,2,17.27,0.05,16.41
O000175,2,P0092,3,11.15,0,11.15
O000176,1,P0065,3,5.24,0,5.24
O000176,2,P0046,2,3.81,0,3.81
O000176,3,P0086,2,9.2,0,9.2
O000177,1,P0065,1,5.24,0,5.24
O000178,1,P0094,2,4.45,0,4.45
O000178,2,P0013,2,8.65,0,8.65
O000178,3,P0007,2,8.22,0,8.22
O000178,4,P0028,2,4.7,0,4.7
O000179,1,P0085,2,12.86,0,12.86
O000179,2,P0015,2,7.5,0,7.5
O000179,3,P0050,2,5.15,0,5.15
O000179,4,P0032,3,7.81,0,7.81
O000179,5,P0072,3,6.42,0,6.42
O000180,1,P0045,2,4.27,0,4.27
O000181,1,P0062,1,17.73,0,17.73
O000182,1,P0093,3,10.47,0,10.47
O000182,2,P0082,5,19.85,0,19.85
O000182,3,P0071,1,8.8,0,8.8
O000182,4,P0015,1,7.5,0,7.5
O000183,1,P0093,6,10.47,0,10.47
O000184,1,P0048,4,4.81,0,4.81
O000184,2,P0014,1,8.3,0,8.3
O000184,3,P0083,5,9.11,0,9.11
O000184,4,P0033,2,14.08,0,14.08
O000184,5,P0045,1,4.27,0.05,4.06
O000184,6,P0037,2,4.05,0.05,3.85
O000185,1,P0065,2,5.24,0,5.24
O000185,2,P0007,2,8.22,0,8.22
O000185,3,P0081,1,9.58,0,9.58
O000185,4,P0084,3,15.02,0,15.02
O000186,1,P0031,2,7.98,0,7.98
O000186,2,P0061,1,7.41,0,7.41
O000186,3,P0091,3,7.92,0,7.92
O000186,4,P0062,1,17.73,0,17.73
O000187,1,P0062,1,17.73,0,17.73
O000187,2,P0087,4,2.83,0,2.83
O000188,1,P0044,1,6.86,0,6.86
O000188,2,P0042,1,7.65,0,7.65
O000188,3,P0004,2,36.79,0,36.79
O000188,4,P0085,1,12.86,0,12.86
O000189,1,P0081,1,9.58,0,9.58
O000189,2,P0059,2,17.55,0,17.55
O000190,1,P0037,3,4.05,0,4.05
O000190,2,P0032,1,7.81,0,7.81
O000190,3,P0068,1,8.5,0,8.5
O000190,4,P0029,1,10.2,0,10.2
O000191,1,P0063,6,14.43,0,14.43
O000191,2,P0089,2,2.58,0,2.58
O000191,3,P0092,2,11.15,0,11.15
O000191,4,P0036,1,9.61,0,9.61
O000191,5,P0014,1,8.3,0,8.3
O000191,6,P0057,3,15.07,0,15.07
O000192,1,P0049,1,4.7,0,4.7
O000192,2,P0021,3,10.11,0,10.11
O000192,3,P0019,1,5.85,0,5.85
O000193,1,P0048,2,4.81,0,4.81
O000194,1,P0002,2,16.46,0,16.46
O000194,2,P0044,1,6.86,0,6.86
O000194,3,P0009,2,35.56,0,35.56
O000194,4,P0053,1,8.69,0,8.69
O000195,1,P0082,1,19.85,0,19.85
O000195,2,P0079,2,11.14,0,11.14
O000196,1,P0071,1,8.8,0,8.8
O000196,2,P0037,1,4.05,0,4.05
O000197,1,P0060,1,13.59,0,13.59
O000198,1,P0015,1,7.5,0,7.5
O000198,2,P0069,3,4.89,0,4.89
O000198,3,P0005,2,24.7,0,24.7
O000198,4,P0090,4,14.65,0,14.65
O000199,1,P0011,1,11.81,0,11.81
O000200,1,P0016,1,18.67,0,18.67
O000200,2,P0014,1,8.3,0,8.3
O000200,3,P0075,5,12.02,0,12.02
O000200,4,P0079,5,11.14,0,11.14
O000201,1,P0029,3,10.2,0,10.2
O000201,2,P0034,2,10.52,0,10.52
O000201,3,P0011,1,11.81,0,11.81
O000201,4,P0036,4,9.61,0,9.61
O000201,5,P0012,4,22.24,0,22.24
O000201,6,P0026,2,9.35,0,9.35
O000202,1,P0021,1,10.11,0,10.11
O000202,2,P0041,1,4.62,0,4.62
O000202,3,P0082,2,19.85,0,19.85
O000203,1,P0028,1,4.7,0,4.7
O000203,2,P0009,1,35.56,0,35.56
O000204,1,P0061,3,7.41,0,7.41
O000204,2,P0077,2,9.64,0,9.64
O000204,3,P0035,1,3.66,0,3.66
O000205,1,P0001,6,33.36,0,33.36
O000205,2,P0078,2,12.81,0,12.81
O000206,1,P0003,3,17.11,0,17.11
O000206,2,P0029,2,10.2,0,10.2
O000206,3,P0022,1,3.55,0,3.55
O000206,4,P0055,1,7.99,0,7.99
O000207,1,P0005,6,24.7,0,24.7
O000207,2,P0011,2,11.81,0,11.81
O000207,3,P0004,2,36.79,0,36.79
O000208,1,P0037,1,4.05,0,4.05
O000209,1,P0049,2,4.7,0,4.7
O000209,2,P0082,5,19.85,0.05,18.86
O000209,3,P0075,1,12.02,0,12.02
O000209,4,P0067,3,13.43,0,13.43
O000209,5,P0076,5,11.34,0,11.34
O000210,1,P0010,2,26.61,0,26.61
O000211,1,P0012,1,22.24,0,22.24
O000212,1,P0085,2,12.86,0,12.86
O000213,1,P0014,2,8.3,0,8.3
O000214,1,P0040,2,11.9,0,11.9
O000214,2,P0080,1,19.67,0,19.67
O000214,3,P0089,5,2.58,0,2.58
O000214,4,P0075,4,12.02,0,12.02
O000215,1,P0093,5,10.47,0,10.47
O000215,2,P0020,1,8.75,0,8.75
O000216,1,P0080,1,19.67,0,19.67
O000217,1,P0031,3,7.98,0,7.98
O000217,2,P0036,2,9.61,0,9.61
O000217,3,P0074,2,6.66,0.05,6.33
O000218,1,P0018,1,18.07,0,18.07
O000219,1,P0076,3,11.34,0,11.34
O000219,2,P0069,2,4.89,0,4.89
O000220,1,P0030,5,11.21,0.05,10.65
O000221,1,P0042,1,7.65,0,7.65
O000222,1,P0086,1,9.2,0,9.2
O000223,1,P0054,4,14.18,0,14.18
O000223,2,P0010,2,26.61,0,26.61
O000224,1,P0018,4,18.07,0,18.07
O000224,2,P0012,1,22.24,0,22.24
O000225,1,P0049,1,4.7,0.2,3.76
O000225,2,P0074,3,6.66,0.2,5.33
O000225,3,P0080,5,19.67,0.2,15.74
O000226,1,P0034,3,10.52,0,10.52
O000227,1,P0053,4,8.69,0,8.69
O000228,1,P0068,3,8.5,0,8.5
O000228,2,P0071,6,8.8,0.05,8.36
O000228,3,P0018,2,18.07,0,18.07
O000228,4,P0003,3,17.11,0,17.11
O000228,5,P0053,3,8.69,0,8.69
O000228,6,P0028,2,4.7,0,4.7
O000229,1,P0029,3,10.2,0,10.2
O000230,1,P0082,4,19.85,0,19.85
O000230,2,P0052,5,12.17,0,12.17
O000231,1,P0080,4,19.67,0,19.67
O000231,2,P0073,1,4.8,0,4.8
O000231,3,P0042,1,7.65,0,7.65
O000232,1,P0032,2,7.81,0,7.81
O000232,2,P0096,3,19.01,0,19.01
O000233,1,P0029,1,10.2,0,10.2
O000233,2,P0006,3,30.89,0,30.89
O000233,3,P0055,1,7.99,0,7.99
O000233,4,P0033,2,14.08,0,14.08
O000234,1,P0089,5,2.58,0,2.58
O000234,2,P0008,2,17.03,0,17.03
O000234,3,P0082,1,19.85,0.05,18.86
O000235,1,P0022,4,3.55,0,3.55
O000236,1,P0001,1,33.36,0,33.36
O000237,1,P0059,6,17.55,0,17.55
O000238,1,P0045,2,4.27,0,4.27
O000238,2,P0009,2,35.56,0,35.56
